Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Canada,,,,,,12,13,20,Across,EH,"Classic Canadian conversational tag, often at sentence end",,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
,,Crossword,Canada,,,,,,3,14,21,Across,QUEBEC,French-speaking Canadian province,,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
,,Crossword,Canada,,,,,,10,14,22,Across,BAY,Hudson's ___ in Canada,,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
,,Crossword,Canada,,,,,,1,0,2,Down,ONTARIO,Most populous Canadian province,,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
,,Crossword,Canada,,,,,,3,0,3,Down,TIMMIES,Nickname for a popular Canadian coffee chain,,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
,,Crossword,Canada,,,,,,12,0,5,Down,FRENCH,One of Canada's official languages,,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
,,Crossword,Canada,,,,,,10,2,7,Down,ROCKIES,Mountain range in western Canada,,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
,,Crossword,Canada,,,,,,14,2,8,Down,CELSIUS,Temperature scale used in Canada,,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
,,Crossword,Canada,,,,,,6,4,11,Down,OTTAWA,Canada's capital city,,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
,,Crossword,Canada,,,,,,0,6,12,Down,MAPLE,Sweet syrup from a Canadian tree,,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
,,Crossword,Canada,,,,,,2,8,14,Down,CANUCK,Nickname for a Canadian or Vancouver hockey team,,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
,,Crossword,Canada,,,,,,4,8,15,Down,TRUDEAU,Famous Canadian Prime Minister surname,,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
,,Crossword,Canada,,,,,,12,8,16,Down,STANLEY,Famous park in Vancouver or hockey cup,,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
,,Crossword,Canada,,,,,,9,9,17,Down,INUIT,Indigenous people of the Canadian Arctic,,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
,,Crossword,Canada,,,,,,7,10,18,Down,TOQUE,"Knitted winter hat, essential in Canadian cold",,,,,POUTINE.BANFF..|.N.I........R..|.T.METRIC.R.E.C|.A.M.....LOONIE|.R.IGLOO..C.C.L|.I.E..T...K.H.S|MOOSE.TOONIE..I|A.....A...E...U|P.CNTOWER.S.S.S|L.A.R.A..I..T..|E.N.U..TUNDRA..|..U.D..O.U..N..|HOCKEY.Q.I..L..|..K.A..U.T..EH.|...QUEBEC.BAY..
