Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Ocean Life,,,,,,10,12,24,Across,SHARK,Feared ocean predator,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,4,13,25,Across,EEL,Snake-like ocean fish,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,1,0,2,Down,LAGOON,Shallow ocean body separated by a barrier,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,3,0,3,Down,NAUTILUS,Cephalopod with a spiral shell,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,5,0,4,Down,TRENCH,Deep ocean depression,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,11,0,5,Down,SONAR,Ocean depth-finding technology,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,9,1,7,Down,CURRENT,Flow of ocean water,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,14,1,8,Down,SHRIMP,Small ocean crustacean,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,7,4,11,Down,BRINE,Salty ocean water,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,12,5,13,Down,SEABED,Ocean floor,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,0,9,16,Down,COAST,Land bordering the ocean,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,8,9,17,Down,WAVE,Ocean's rolling motion,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,10,9,18,Down,ABYSS,Deepest ocean zone,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,4,10,19,Down,TIDE,Rise and fall of ocean water,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,6,10,20,Down,SEAL,Fin-footed ocean mammal,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,2,11,21,Down,GULL,Common ocean bird,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
,,Crossword,Ocean Life,,,,,,13,11,22,Down,CRAB,Ten-legged ocean crustacean,,,,,PLANKTON...S...|.A.A.R..OCTOPUS|.G.U.E...U.N..H|.O.TUNA.ORCA..R|.O.I.C.B.R.R..I|.N.L.H.REEF.S.M|...U...I.N.KELP|...SALINITY.A..|.......E....B..|C.......WHALE..|O...T.SEA.B.D..|A.G.I.E.V.Y..C.|SQUID.A.E.SHARK|T.L.EEL...S..A.|..L..........B.
