Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Space Exploration,,,,,,1,10,19,Across,NOVA,Sudden brightening of a star,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,8,12,23,Across,GRAVITY,Force attracting bodies in space,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,3,13,24,Across,VENUS,Second planet from the sun,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,9,14,25,Across,VOID,Empty space,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,0,0,1,Down,APOLLO,Historic NASA moon mission,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,3,0,2,Down,ECLIPSE,Blocking of light from a celestial body,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,10,0,3,Down,MARS,The Red Planet,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,5,2,6,Down,NEPTUNE,Farthest planet from the sun,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,14,2,7,Down,CRATER,Bowl-shaped dent on a planet,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,9,4,10,Down,ORBIT,Path of a celestial body around another,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,11,5,12,Down,COSMOS,The universe as an orderly whole,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,7,6,14,Down,AURA,"Atmospheric glow, like aurora borealis",,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,2,8,16,Down,MOON,Earth's natural satellite,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,13,9,18,Down,EARTH,Our home planet,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,4,10,20,Down,ALIEN,Extraterrestrial being,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,10,11,21,Down,HALO,Ring of light around a celestial body,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
,,Crossword,Space Exploration,,,,,,6,12,22,Down,SUN,Our solar system's star,,,,,ASTEROID..M....|P..C....URANUS.|O.PLANET..R...C|L..I.E....SOLAR|L..P.PLUTO....A|O..S.T...ROCKET|..NEBULA.B.O..E|.....N.U.I.STAR|..METEOR.T.M...|..O....A..COMET|.NOVA......S.A.|..N.L.....H..R.|....I.S.GRAVITY|...VENUS..L..H.|....N.N..VOID..
