Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Ancient Egypt,,,,,,4,12,23,Across,COFFIN,Decorated case for a mummy,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,0,14,24,Across,SCARAB,Sacred beetle in ancient Egypt,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,7,14,25,Across,DESERT,Vast arid region of Egypt,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,0,0,1,Down,PAPRUS,Ancient Egyptian writing material,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,12,0,3,Down,CAIRO,Capital city of Egypt,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,2,2,5,Down,RA,Powerful Egyptian sun god,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,10,2,6,Down,GIZA,Plateau home to great pyramids,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,4,4,8,Down,ANUBIS,Jackal-headed Egyptian god,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,7,4,9,Down,KARNAK,Ancient Egyptian temple complex,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,2,5,11,Down,HORUS,Falcon-headed Egyptian god,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,9,7,14,Down,GOLD,Valuable metal in Egyptian treasures,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,0,9,16,Down,OSIRIS,Egyptian god of the underworld,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,13,9,17,Down,SARCO,"Stone coffin, for short",,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,11,10,19,Down,LUXOR,City of palaces and temples in Egypt,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,5,11,21,Down,TOMB,Burial chamber for Egyptians,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
,,Crossword,Ancient Egypt,,,,,,8,11,22,Down,NILE,Life-giving river of Egypt,,,,,PHARAOH..FALCON|A...........A..|PYRAMID...G.I..|R.A......HIERO.|U...A..K..Z.O..|SPHINX.ASWAN...|..O.U..R.......|SCRIBE.N.G.....|..U.I.CANOPIC..|OASIS..K.L...S.|S........DELTA.|ISIS.T..N..U.R.|R...COFFIN.X.C.|I....M..L..O.O.|SCARAB.DESERT..
