Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Canada,,,,,,3,8,21,Across,TIMMIES,Nickname for a popular Canadian coffee chain,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,10,9,24,Across,HOCKEY,Canada's national winter sport,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,6,11,25,Across,LOONIE,Canadian one-dollar coin,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,10,13,29,Across,LAKE,Many large ones in Canada,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,3,14,32,Across,TUNDRA,Treeless biome in northern Canada,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,10,15,35,Across,OTTAWA,Canada's capital city,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,5,16,38,Across,METIS,People of mixed French and Indigenous heritage,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,13,17,40,Across,GREAT,"Part of Canada's nickname, White _____",,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,0,18,41,Across,ANTHEM,"O Canada, for example",,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,5,19,43,Across,POUTINE,"Fries, gravy, and cheese curds dish",,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,16,19,44,Across,CREE,Indigenous Canadian tribe,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,1,0,2,Down,ALBERTA,Western province known for its Rockies,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,3,0,3,Down,ROCKIES,Mountain range in Western Canada,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,9,0,4,Down,FURS,Historical Canadian trade good,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,11,0,5,Down,ARCTIC,Northern Canadian region,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,14,0,6,Down,SNOW,Common Canadian winter precipitation,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,19,2,9,Down,COLD,Typical Canadian winter weather,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,17,3,10,Down,TORONTO,Largest Canadian city,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,8,4,12,Down,QUEBEC,French-speaking Canadian province,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,13,4,13,Down,CANUCK,Nickname for a Canadian or hockey team,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,11,7,18,Down,MOOSE,Large antlered Canadian animal,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,15,7,19,Down,BAY,"Large inlet, like Fundy's in Canada",,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,19,7,20,Down,FRENCH,One of Canada's official languages,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,4,8,22,Down,INUKSHUK,Arctic stone marker by Inuits,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,6,8,23,Down,MAPLE,Sweet tree associated with Canada,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,8,11,26,Down,ONTARIO,Most populous Canadian province,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,10,11,27,Down,IGLOO,Traditional Inuit snow shelter,,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
,,Crossword,Canada,,,,,,13,11,28,Down,ICE,"Frozen water, essential for hockey",,,,,LACROSSE.FLAG.S.....|.L.O.....U.R..N.....|.B.CNTOWER.COLONY..C|.E.K.....S.T..W..T.O|PRAIRIE.Q..I.C...O.L|.T.E....U..COAST.RED|.A.SENATE....N...O..|........B.PM.U.BANFF|...TIMMIES.O.C.A.T.R|....N.A.C.HOCKEY.O.E|....U.P....S.......N|....K.LOONIE.I.....C|....S.E.N.G..C.....H|....H...T.LAKE.B....|P..TUNDRA.O....E.C..|A.N.K...R.OTTAWA.A.W|R.O..METIS.O...V.S.H|K.R...H.O..Q.GREAT.I|ANTHEM.....U...R.O.T|..H..POUTINE....CREE
