Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Ancient Egypt,,,,,,16,7,21,Across,ASPS,Snakes symbolizing Egyptian royalty,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,1,8,22,Across,CART,"Hieroglyphic oval for a royal name, for short",,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,11,8,23,Across,ANUBIS,Jackal-headed god of mummification,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,5,9,24,Across,OBELISK,"Tall, four-sided Egyptian pillar",,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,16,9,25,Across,TUT,"Famous boy pharaoh, King ___",,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,12,10,26,Across,MUMMY,Preserved body from ancient Egypt,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,1,11,27,Across,AMULET,Charm worn for protection in Egypt,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,6,12,32,Across,OASIS,Fertile spot in the Egyptian desert,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,13,12,34,Across,FELUCCA,Traditional Nile sailboat,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,1,15,37,Across,PAPRUS,Ancient Egyptian writing material,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,10,15,38,Across,HORUS,Falcon-headed Egyptian god,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,16,15,40,Across,CLEO,"Famous Egyptian queen, for short",,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,1,17,41,Across,NATRON,Salt used in mummification,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,8,17,42,Across,KHNUM,Ram-headed creator god,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,14,18,43,Across,COPTIC,Language of modern Egyptian Christians,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,2,19,44,Across,HATSHE,"Female pharaoh, for short",,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,9,19,45,Across,GOLD,Valuable metal in Egyptian treasures,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,2,0,2,Down,REEDS,Plants used for papyrus,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,7,0,3,Down,EGYPTIAN,Relating to the land of the Nile,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,10,0,4,Down,COBRA,Snake often seen in Egyptian art,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,15,0,5,Down,ISIS,"Egyptian goddess, wife of Osiris",,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,5,2,7,Down,THEBES,Ancient capital of Upper Egypt,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,19,2,9,Down,RAMSES,Powerful Egyptian pharaoh,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,11,4,13,Down,KARNAK,Vast temple complex in Egypt,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,16,4,14,Down,DYNASTY,Line of Egyptian rulers,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,3,5,15,Down,HIERO,Short for Egyptian picture writing,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,9,5,16,Down,OSIRIS,Egyptian god of the underworld,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
,,Crossword,Ancient Egypt,,,,,,1,7,19,Down,SCARAB,Ancient Egyptian beetle symbol,,,,,IRRIGATE..CANOPIC...|..E....G..O....S....|.NEPHTHYS.B.SPHINX.R|..D..H.P..R....S..RA|..S.DELTA.AKHEN.D..M|...H.B.I.O.A....Y..S|..NILE.A.SCRIBE.N..E|.S.E.SINAI.N....ASPS|.CART....R.ANUBIS...|.A.O.OBELISK....TUT.|.R.......S..MUMMY...|.AMULET.A..........F|.B..U.OASIS..FELUCCA|..P.X.M.W.E.P......L|..H.O.B.A.T.Y......C|.PAPRUS.N.HORUS.CLEO|..R.........A.A.R..N|.NATRON.KHNUM.R.O...|..O.........I.COPTIC|..HATSHE.GOLD.O.S...
