Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Space Exploration,,,,,,14,7,21,Across,SUN,The star at the center of our solar system,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,3,8,22,Across,TAURUS,"Zodiac constellation, the Bull",,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,10,8,24,Across,VOID,Vast empty region in space,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,15,9,26,Across,SOLAR,Pertaining to the Sun or its system,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,3,10,28,Across,NEBULA,"Giant cloud of gas and dust, a stellar nursery",,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,10,10,29,Across,AXIS,Imaginary line a planet rotates on,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,2,12,31,Across,GASSY,Description of giant planets like Jupiter,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,16,12,32,Across,HALO,Ring of light around a celestial body,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,8,13,34,Across,EARTH,Our home planet in the solar system,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,2,14,36,Across,APOLLO,NASA program that landed humans on the Moon,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,14,14,38,Across,HUBBLE,Famous space telescope,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,8,15,39,Across,VENUS,"Earth's 'sister planet,' known for its brightness",,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,0,16,40,Across,ALIEN,"Extraterrestrial being, perhaps from space",,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,6,17,42,Across,AURORA,Northern or Southern lights in a planet's atmosphere,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,14,18,44,Across,METEOR,Streak of light from burning space rock,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,7,19,45,Across,COSMIC,Relating to the universe or outer space,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,1,0,2,Down,ECLIPSE,One celestial body blocking another's light,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,5,0,3,Down,CRATER,Bowl-shaped depression on a moon or planet,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,7,0,4,Down,PLUTO,Famous dwarf planet,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,11,0,6,Down,SPUTNIK,First artificial Earth satellite,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,14,0,7,Down,ROCKET,Vehicle for space travel,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,18,1,8,Down,MOON,Earth's natural satellite in space,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,9,2,11,Down,ARIES,"Zodiac constellation, the Ram",,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,16,2,13,Down,SATURN,Ringed gas giant planet,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,3,4,15,Down,ORBIT,Path of a celestial body around another in space,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,6,6,18,Down,MERCURY,Planet closest to the Sun,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,18,6,20,Down,NOVA,Star that suddenly increases in brightness,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,8,8,23,Down,STAR,"Luminous ball of plasma, like our Sun",,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,13,8,25,Down,DUST,"Fine particles in space, forming nebulae",,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
