Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Technology Trends,,,,,,2,12,24,Across,ONLINE,Connected to the internet,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,10,13,25,Across,POWER,Electrical energy for devices,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,5,14,26,Across,CLOUD,Internet-based delivery of computing services,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,1,0,2,Down,TABLET,"Portable computer, larger than a phone",,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,14,0,3,Down,DRIVE,A computer device for storing data,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,9,1,5,Down,ROBOT,Automated machine for tasks,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,7,3,7,Down,MODEM,Hardware for internet access via phone lines,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,3,4,9,Down,APP,A mobile software program for your device,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,12,4,10,Down,PIXEL,Smallest unit of a digital image,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,4,6,13,Down,DIGITAL,Relating to computer technology,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,9,7,14,Down,COOKIE,Small data piece from a website,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,2,8,16,Down,LAPTOP,Portable personal computer,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,0,9,17,Down,VIRUS,Malicious software that can harm your computer,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,6,9,18,Down,SIGNAL,Electronic transmission for communication,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,13,9,19,Down,HACKER,One who gains unauthorized system access,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
,,Crossword,Technology Trends,,,,,,11,11,23,Down,ICON,A small symbol on a computer screen,,,,,ETHERNET......D|.A......PRINTER|.BROWSE..O....I|.L.....M.B....V|.EMAIL.O.O..P.E|.T.P...DATA.I..|..UPDATE....X..|....I..M.CODE..|.PLUG....O..L..|V.A.I.SCROLL.H.|INPUT.I..K..RAM|R.T.A.G.WIFI.C.|U.ONLINE.E.C.K.|S.P...A...POWER|.....CLOUD.N.R.
