Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Ancient Egypt,,,,,,4,14,26,Across,OASIS,Fertile spot in the Egyptian desert,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,0,0,1,Down,PYRAMID,Massive Egyptian tomb for a pharaoh,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,2,0,2,Down,ANUBIS,Jackal-headed Egyptian god of mummification,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,4,0,3,Down,ANKH,Egyptian symbol of life,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,6,0,4,Down,HORUS,Falcon-headed Egyptian god,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,8,0,5,Down,SCARAB,Sacred beetle in ancient Egypt,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,12,0,6,Down,NILE,Life-giving river through Egypt,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,14,2,8,Down,FELUCCA,Traditional Egyptian sailboat,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,10,3,9,Down,LUXOR,Site of ancient Egyptian temples,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,3,5,12,Down,ASWAN,City on the Nile River with a famous dam,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,5,5,13,Down,DELTA,Fertile land at the mouth of the Nile,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,7,6,14,Down,MUMMY,Embalmed body from ancient Egypt,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,12,6,16,Down,THEBES,Ancient capital of Egypt,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,10,9,19,Down,NATRON,Salt used in Egyptian mummification,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,0,10,20,Down,GOLD,Valuable metal in Egyptian artifacts,,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,4,10,21,Down,HIERO,"Picture writing, for short, in Egypt",,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
,,Crossword,Ancient Egypt,,,,,,8,11,24,Down,ISIS,"Egyptian goddess, wife of Osiris",,,,,PHARAOH.SPHINX.|Y.N.N.O.C...I..|R.U.KARNAK..L.F|A.B.H.U.R.L.E.E|M.I...SHADUF..L|I.SAND..B.X...U|D..S.E.M.COPTIC|...W.L.U..R.H.C|..RA.TOMBS..E.A|...N.A.M..N.B..|G...H..Y.PAPERS|OSIRIS..I.T.S..|L...E.DESERT...|D...R...I.O....|....OASIS.N....
