Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Ocean Life,,,,,,10,12,23,Across,BRINE,Salty ocean water,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,3,13,24,Across,KELP,Large brown ocean algae,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,8,14,25,Across,DOLPHIN,Intelligent ocean mammal,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,5,0,2,Down,TSUNAMI,Giant ocean wave,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,7,0,3,Down,NAUTICAL,Relating to ocean navigation,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,14,0,4,Down,REEF,Underwater ridge of rock or coral,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,11,1,5,Down,WHALE,Large ocean mammal,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,1,3,6,Down,EEL,Snake-like ocean fish,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,3,3,7,Down,ALGAE,Simple ocean plant life,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,9,3,8,Down,CORAL,Marine invertebrate forming reefs,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,13,5,11,Down,TIDE,Gravitational rise and fall of ocean levels,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,11,7,13,Down,SURF,Ocean waves breaking on shore,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,0,8,14,Down,OCTOPUS,Eight-armed ocean creature,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,14,8,16,Down,SHORE,Land bordering the ocean,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,3,9,18,Down,SHARK,Predatory ocean fish,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,5,10,19,Down,ATOLL,Ring-shaped ocean island,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,8,10,20,Down,SQUID,Ten-armed ocean mollusk,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
,,Crossword,Ocean Life,,,,,,12,11,22,Down,FISH,Gilled ocean creature,,,,,PLANKTON......R|.....S.A...WAVE|.....U.U...H..E|.E.A.N.T.CRAB.F|SEAL.A.I.O.L...|.L.G.M.CURRENT.|..MARINA.A...I.|...E...L.L.S.D.|O.........DUNES|COAST......R..H|T..H.ABYSS.F..O|ORCA.T..Q...F.R|P..R.O..U.BRINE|U..KELP.I...S..|S....L..DOLPHIN
