Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Space Exploration,,,,,,4,11,21,Across,ORBIT,Path a planet takes around a star,,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,9,12,22,Across,ROCKET,Vehicle for space travel,,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,1,14,23,Across,SPACEX,Private space company,,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,11,14,24,Across,STAR,Massive ball of burning gas in space,,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,1,0,2,Down,SATURN,Ringed gas giant planet,,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,3,0,3,Down,ECLIPSE,When one celestial body blocks another,,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,11,0,4,Down,MOON,Earth's natural satellite,,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,8,1,5,Down,PLUTO,Famous dwarf planet,,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,5,2,7,Down,NEPTUNE,Farthest planet from the sun,,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,9,5,11,Down,SOLAR,Relating to our sun,,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,0,6,12,Down,NEBULA,"Cloud of gas and dust, a stellar nursery",,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,7,7,14,Down,GRAVITY,Force attracting bodies in space,,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,2,8,15,Down,MARS,"The Red Planet, fourth from the sun",,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,10,9,17,Down,ORION,"Prominent constellation, the Hunter",,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,14,9,18,Down,CRATER,Bowl-shaped impact mark on a planet,,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
,,Crossword,Space Exploration,,,,,,5,10,20,Down,PROBE,Unmanned space exploration vehicle,,,,,ASTEROID...M...|.A.C....P.COMET|.T.L.N..L..O...|JUPITER.URANUS.|.R.P.P..T......|.N.S.T.COSMOS..|N.VENUS..O.....|E....N.GALAXY..|B.METEOR.A.....|U.A....AURORA.C|LYRA.P.V..R...R|A.S.ORBIT.I...A|.....O.T.ROCKET|.....B.Y..N...E|.SPACEX....STAR
