Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Famous Scientists,,,,,,7,0,3,Down,NUCLEUS,Center of an atom or cell,,,,,FRICTION.......|L.O....U...MASS|U.N.FORCE.G.L..|I....Z.L..R.L..|DNA.MODEL.ATOM.|...M.N.U..V.Y..|..GENE.SOLID...|.D.T......T...O|BASE.ENERGY...R|.T.R..E.......B|GAS...U.M.....I|..O...T.E..HEAT|CELL.CRATER..C.|..A...O.A....I.|.PROTON.LIQUID.
,,Crossword,Famous Scientists,,,,,,12,1,5,Down,ALLOY,Mixture of metals,,,,,FRICTION.......|L.O....U...MASS|U.N.FORCE.G.L..|I....Z.L..R.L..|DNA.MODEL.ATOM.|...M.N.U..V.Y..|..GENE.SOLID...|.D.T......T...O|BASE.ENERGY...R|.T.R..E.......B|GAS...U.M.....I|..O...T.E..HEAT|CELL.CRATER..C.|..A...O.A....I.|.PROTON.LIQUID.
,,Crossword,Famous Scientists,,,,,,5,2,7,Down,OZONE,Protective atmospheric layer,,,,,FRICTION.......|L.O....U...MASS|U.N.FORCE.G.L..|I....Z.L..R.L..|DNA.MODEL.ATOM.|...M.N.U..V.Y..|..GENE.SOLID...|.D.T......T...O|BASE.ENERGY...R|.T.R..E.......B|GAS...U.M.....I|..O...T.E..HEAT|CELL.CRATER..C.|..A...O.A....I.|.PROTON.LIQUID.
,,Crossword,Famous Scientists,,,,,,10,2,8,Down,GRAVITY,Force attracting bodies together,,,,,FRICTION.......|L.O....U...MASS|U.N.FORCE.G.L..|I....Z.L..R.L..|DNA.MODEL.ATOM.|...M.N.U..V.Y..|..GENE.SOLID...|.D.T......T...O|BASE.ENERGY...R|.T.R..E.......B|GAS...U.M.....I|..O...T.E..HEAT|CELL.CRATER..C.|..A...O.A....I.|.PROTON.LIQUID.
,,Crossword,Famous Scientists,,,,,,3,5,12,Down,METER,Unit of length in science,,,,,FRICTION.......|L.O....U...MASS|U.N.FORCE.G.L..|I....Z.L..R.L..|DNA.MODEL.ATOM.|...M.N.U..V.Y..|..GENE.SOLID...|.D.T......T...O|BASE.ENERGY...R|.T.R..E.......B|GAS...U.M.....I|..O...T.E..HEAT|CELL.CRATER..C.|..A...O.A....I.|.PROTON.LIQUID.
,,Crossword,Famous Scientists,,,,,,1,7,15,Down,DATA,Facts collected for analysis,,,,,FRICTION.......|L.O....U...MASS|U.N.FORCE.G.L..|I....Z.L..R.L..|DNA.MODEL.ATOM.|...M.N.U..V.Y..|..GENE.SOLID...|.D.T......T...O|BASE.ENERGY...R|.T.R..E.......B|GAS...U.M.....I|..O...T.E..HEAT|CELL.CRATER..C.|..A...O.A....I.|.PROTON.LIQUID.
,,Crossword,Famous Scientists,,,,,,14,7,16,Down,ORBIT,Path of a planet around a star,,,,,FRICTION.......|L.O....U...MASS|U.N.FORCE.G.L..|I....Z.L..R.L..|DNA.MODEL.ATOM.|...M.N.U..V.Y..|..GENE.SOLID...|.D.T......T...O|BASE.ENERGY...R|.T.R..E.......B|GAS...U.M.....I|..O...T.E..HEAT|CELL.CRATER..C.|..A...O.A....I.|.PROTON.LIQUID.
,,Crossword,Famous Scientists,,,,,,6,8,19,Down,NEUTRON,Neutral particle in an atom,,,,,FRICTION.......|L.O....U...MASS|U.N.FORCE.G.L..|I....Z.L..R.L..|DNA.MODEL.ATOM.|...M.N.U..V.Y..|..GENE.SOLID...|.D.T......T...O|BASE.ENERGY...R|.T.R..E.......B|GAS...U.M.....I|..O...T.E..HEAT|CELL.CRATER..C.|..A...O.A....I.|.PROTON.LIQUID.
,,Crossword,Famous Scientists,,,,,,2,10,21,Down,SOLAR,Related to the sun in astronomy,,,,,FRICTION.......|L.O....U...MASS|U.N.FORCE.G.L..|I....Z.L..R.L..|DNA.MODEL.ATOM.|...M.N.U..V.Y..|..GENE.SOLID...|.D.T......T...O|BASE.ENERGY...R|.T.R..E.......B|GAS...U.M.....I|..O...T.E..HEAT|CELL.CRATER..C.|..A...O.A....I.|.PROTON.LIQUID.
,,Crossword,Famous Scientists,,,,,,8,10,22,Down,METAL,Element that conducts electricity,,,,,FRICTION.......|L.O....U...MASS|U.N.FORCE.G.L..|I....Z.L..R.L..|DNA.MODEL.ATOM.|...M.N.U..V.Y..|..GENE.SOLID...|.D.T......T...O|BASE.ENERGY...R|.T.R..E.......B|GAS...U.M.....I|..O...T.E..HEAT|CELL.CRATER..C.|..A...O.A....I.|.PROTON.LIQUID.
,,Crossword,Famous Scientists,,,,,,13,11,24,Down,ACID,Compound that donates protons,,,,,FRICTION.......|L.O....U...MASS|U.N.FORCE.G.L..|I....Z.L..R.L..|DNA.MODEL.ATOM.|...M.N.U..V.Y..|..GENE.SOLID...|.D.T......T...O|BASE.ENERGY...R|.T.R..E.......B|GAS...U.M.....I|..O...T.E..HEAT|CELL.CRATER..C.|..A...O.A....I.|.PROTON.LIQUID.
