Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Jungle Animals,,,,,,10,10,21,Across,VINES,Jungle features that Tarzan used to swing on,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,1,11,22,Across,LIANA,Woody jungle climber,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,5,12,24,Across,MIST,Fine spray in a jungle canopy,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,10,13,25,Across,DENSE,Thick and impenetrable jungle growth,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,3,0,2,Down,CLEARING,Open space in the jungle,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,9,0,3,Down,TIGER,Striped jungle cat,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,14,0,4,Down,CANOPY,Upper layer of jungle trees,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,1,2,5,Down,COBRA,Venomous jungle snake,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,5,2,6,Down,PARROT,Colorful jungle bird,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,12,2,8,Down,EDEN,Paradise-like jungle spot,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,8,6,12,Down,HUMID,Moist jungle air,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,13,6,13,Down,MONKEY,Playful jungle primate,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,11,7,14,Down,FOLIAGE,Jungle leaves and plants,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,5,9,17,Down,SWAMP,"Wet, low-lying jungle area",,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,1,10,18,Down,SLOTH,Slow-moving jungle mammal,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,7,10,20,Down,LUSH,Abundant jungle vegetation,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
,,Crossword,Jungle Animals,,,,,,3,11,23,Down,APES,Jungle animals known for swinging through trees,,,,,ANACONDA.TROPIC|...L.....I....A|.CREEPER.G.FERN|.O.A.A...E..D.O|.B.R.RIVER..E.P|.R.I.R......N.Y|RAIN.ORCHID..M.|...G.T..U..F.O.|......BAMBOO.N.|..MOSS..I..L.K.|.S...WILD.VINES|.LIANA.U...A.Y.|.O.P.MIST..G...|.T.E.P.H..DENSE|.H.S...........
