Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Cooking and Food,,,,,,0,11,24,Across,CHOP,"To cut into pieces, often roughly",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,8,12,25,Across,SEAR,Brown food quickly at high heat,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,2,13,26,Across,GRAIN,"Cereal crop, like wheat or rice",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,7,14,27,Across,BAKE,"Cook with dry heat, as in an oven",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,0,0,1,Down,CHEF,A professional cook,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,4,0,2,Down,SAUCE,Liquid served with food for flavor,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,9,1,3,Down,SLICE,"To cut into thin, flat pieces",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,11,2,5,Down,MEAL,An occasion when food is eaten,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,3,4,8,Down,ROAST,Cook with dry heat in an oven,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,5,4,9,Down,APPLE,"Common fruit, often red or green",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,1,5,10,Down,DICE,"To cut into small, uniform cubes",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,10,5,12,Down,EGG,"Versatile ingredient, often scrambled or fried",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,14,5,13,Down,MILK,White dairy drink,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,12,6,14,Down,PIZZA,Italian dish with a cheesy topping,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,0,8,17,Down,MINCE,To chop into very fine pieces,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,2,10,18,Down,DOUGH,"Mixture of flour and liquid, often for baking",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,6,10,20,Down,OVEN,Appliance for baking or roasting,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,8,10,21,Down,PASTA,"Italian food, often served with sauce",,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,10,10,22,Down,PLATE,Flat dish for serving food,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
,,Crossword,Cooking and Food,,,,,,14,10,23,Down,HERB,Aromatic plant used for flavoring food,,,,,CHEESE.........|H...A....S.....|E.FRUIT..L.M...|F...C..JUICE...|..BREAD..C.A...|.D.O.P..PEEL..M|.I.A.P....G.P.I|.C.SALT...GRILL|MEAT.E......Z.K|I...........Z..|N.D..SOUP.POACH|CHOP..V.A.L...E|E.U...E.SEAR..R|..GRAIN.T.T...B|..H....BAKE....
