Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,World Capitals,,,,,,5,2,8,Down,EQUATOR,Imaginary line dividing Earth into hemispheres,,,,,GLACIER..V.SOIL|U..L...COAST.S.|L.RIVER..L.R.L.|F..M.Q.DELTA.A.|...A.U.E.E.I.N.|...T.A.S.Y.T.D.|..WEATHER.R....|.....O.R..E....|.....R.TIDE.P..|....B.....FJORD|..SWAMP.....L.U|..O.Y.L.H.OCEAN|..U..OASIS.A..E|CANAL.I.L..V...|..D...N.LAKE...
,,Crossword,World Capitals,,,,,,7,3,9,Down,DESERT,Barren land with little precipitation,,,,,GLACIER..V.SOIL|U..L...COAST.S.|L.RIVER..L.R.L.|F..M.Q.DELTA.A.|...A.U.E.E.I.N.|...T.A.S.Y.T.D.|..WEATHER.R....|.....O.R..E....|.....R.TIDE.P..|....B.....FJORD|..SWAMP.....L.U|..O.Y.L.H.OCEAN|..U..OASIS.A..E|CANAL.I.L..V...|..D...N.LAKE...
,,Crossword,World Capitals,,,,,,10,6,11,Down,REEF,Ridge of rock or coral near the surface,,,,,GLACIER..V.SOIL|U..L...COAST.S.|L.RIVER..L.R.L.|F..M.Q.DELTA.A.|...A.U.E.E.I.N.|...T.A.S.Y.T.D.|..WEATHER.R....|.....O.R..E....|.....R.TIDE.P..|....B.....FJORD|..SWAMP.....L.U|..O.Y.L.H.OCEAN|..U..OASIS.A..E|CANAL.I.L..V...|..D...N.LAKE...
,,Crossword,World Capitals,,,,,,12,8,13,Down,POLE,Northern or Southern end of Earth's axis,,,,,GLACIER..V.SOIL|U..L...COAST.S.|L.RIVER..L.R.L.|F..M.Q.DELTA.A.|...A.U.E.E.I.N.|...T.A.S.Y.T.D.|..WEATHER.R....|.....O.R..E....|.....R.TIDE.P..|....B.....FJORD|..SWAMP.....L.U|..O.Y.L.H.OCEAN|..U..OASIS.A..E|CANAL.I.L..V...|..D...N.LAKE...
,,Crossword,World Capitals,,,,,,4,9,14,Down,BAY,Body of water partially enclosed by land,,,,,GLACIER..V.SOIL|U..L...COAST.S.|L.RIVER..L.R.L.|F..M.Q.DELTA.A.|...A.U.E.E.I.N.|...T.A.S.Y.T.D.|..WEATHER.R....|.....O.R..E....|.....R.TIDE.P..|....B.....FJORD|..SWAMP.....L.U|..O.Y.L.H.OCEAN|..U..OASIS.A..E|CANAL.I.L..V...|..D...N.LAKE...
,,Crossword,World Capitals,,,,,,14,9,16,Down,DUNE,Mound of sand formed by wind,,,,,GLACIER..V.SOIL|U..L...COAST.S.|L.RIVER..L.R.L.|F..M.Q.DELTA.A.|...A.U.E.E.I.N.|...T.A.S.Y.T.D.|..WEATHER.R....|.....O.R..E....|.....R.TIDE.P..|....B.....FJORD|..SWAMP.....L.U|..O.Y.L.H.OCEAN|..U..OASIS.A..E|CANAL.I.L..V...|..D...N.LAKE...
,,Crossword,World Capitals,,,,,,2,10,17,Down,SOUND,Narrow sea or ocean channel,,,,,GLACIER..V.SOIL|U..L...COAST.S.|L.RIVER..L.R.L.|F..M.Q.DELTA.A.|...A.U.E.E.I.N.|...T.A.S.Y.T.D.|..WEATHER.R....|.....O.R..E....|.....R.TIDE.P..|....B.....FJORD|..SWAMP.....L.U|..O.Y.L.H.OCEAN|..U..OASIS.A..E|CANAL.I.L..V...|..D...N.LAKE...
,,Crossword,World Capitals,,,,,,6,10,18,Down,PLAIN,Large area of flat land,,,,,GLACIER..V.SOIL|U..L...COAST.S.|L.RIVER..L.R.L.|F..M.Q.DELTA.A.|...A.U.E.E.I.N.|...T.A.S.Y.T.D.|..WEATHER.R....|.....O.R..E....|.....R.TIDE.P..|....B.....FJORD|..SWAMP.....L.U|..O.Y.L.H.OCEAN|..U..OASIS.A..E|CANAL.I.L..V...|..D...N.LAKE...
,,Crossword,World Capitals,,,,,,8,11,19,Down,HILL,"Natural elevation of land, smaller than a mountain",,,,,GLACIER..V.SOIL|U..L...COAST.S.|L.RIVER..L.R.L.|F..M.Q.DELTA.A.|...A.U.E.E.I.N.|...T.A.S.Y.T.D.|..WEATHER.R....|.....O.R..E....|.....R.TIDE.P..|....B.....FJORD|..SWAMP.....L.U|..O.Y.L.H.OCEAN|..U..OASIS.A..E|CANAL.I.L..V...|..D...N.LAKE...
,,Crossword,World Capitals,,,,,,11,11,21,Down,CAVE,Natural underground chamber in rock,,,,,GLACIER..V.SOIL|U..L...COAST.S.|L.RIVER..L.R.L.|F..M.Q.DELTA.A.|...A.U.E.E.I.N.|...T.A.S.Y.T.D.|..WEATHER.R....|.....O.R..E....|.....R.TIDE.P..|....B.....FJORD|..SWAMP.....L.U|..O.Y.L.H.OCEAN|..U..OASIS.A..E|CANAL.I.L..V...|..D...N.LAKE...
